Species Number,Alpha Code,Common Name,Band Size,French Name,Scientific Name,T & E*,Taxonomic Order,Comments
5491,NESP,Nelson's Sparrow,"1, 1B, 1C",Bruant de Nelson,Ammospiza nelsoni,,1032,
5499,STSP,Unidentified Sharp-tailed Sparrow,"1, 1B, 1C",Bruant à queue aiguë non-identifié,,,1034,Unspecified Ammodramus caudacutus or A. nelsoni.
5500,SESP,Seaside Sparrow,1B,Bruant maritime,Ammodramus maritima,,1035,
5510,DSSP,Dusky Seaside Sparrow,1B,Bruant à dos noirâtre,Ammodramus maritima nigrescens,,1036,
5511,CSSS,Cape Sable Seaside Sparrow,1B,Bruant de Cape Sable,Ammodramus maritimus mirabilis,Y,1037,
5520,LASP,Lark Sparrow,1B,Bruant à joues marron,Chondestes grammacus,,1015,
5530,HASP,Harris's Sparrow,1A,Bruant à face noire,Zonotrichia querula,,1044,
5540,WCSP,White-crowned Sparrow,1B,Bruant à couronne blanche,Zonotrichia leucophrys,,1045,
5541,EWCS,Eastern White-crowned Sparrow,1B,Bruant à couronne blanche (race de l'est),Zonotrichia leucophrys leucophrys,,1046,
5546,MWCS,Mountain White-crowned Sparrow,1B,Bruant à couronne blanche (race de montagne),Zonotrichia leucophrys oriantha,,1047,
5547,PSWS,Puget Sound White-crowned Sparrow,1B,Bruant à couronne blanche (race de Puget Sound),Zonotrichia leucophrys pugetensis,,1048,
5550,GWCS,Gambel's White-crowned Sparrow,1B,Bruant à couronne blanche (race de Gambel),Zonotrichia leucophrys gambelii,,1049,
5560,NWCS,Nuttall's White-crowned Sparrow,1B,Bruant à couronne blanche (race de Nuttall),Zonotrichia leucophrys nuttalli,,1050,
5570,GCSP,Golden-crowned Sparrow,"1B, 1A",Bruant à couronne dorée,Zonotrichia atricapilla,,1051,
5580,WTSP,White-throated Sparrow,1B,Bruant à gorge blanche,Zonotrichia albicollis,,1043,
5581,RUFS,Rufous-collared Sparrow,"1, 1B",Bruant chingolo,Zonotrichia capensis,,1042,
5586,ZSHY,Zonotrichia Sparrow Hybrid,1B,Hybride de bruant zonotrichia,,,1053,Report suspected parentage as a remark (e.g. Species1 x Species2).
5590,ATSP,American Tree Sparrow,"1, 0, 1C",Bruant hudsonien,Spizelloides arborea,,1007,
5600,CHSP,Chipping Sparrow,"0, 0A, 1C, 1",Bruant familier,Spizella passerina,,1008,
5610,CCSP,Clay-colored Sparrow,"0, 0A, 1C, 1",Bruant des plaines,Spizella pallida,,1009,
5620,BRSP,Brewer's Sparrow,"0, 1C, 0A, 1",Bruant de Brewer,Spizella breweri,,1010,
5630,FISP,Field Sparrow,"0, 0A, 1C, 1",Bruant des champs,Spizella pusilla,,1011,
5640,WOSP,Worthen's Sparrow,"0, 0A",Bruant de Worthen,Spizella wortheni,,1012,
5650,BCSP,Black-chinned Sparrow,"0, 1C, 1",Bruant à menton noir,Spizella atrogularis,,1013,
5660,WWJU,White-winged Junco,"1, 0, 1C",Junco ardoisé à ailes blanches,Junco hyemalis aikeni,,1052,
5670,SCJU,Slate-colored Junco,"0, 1C, 1",Junco ardoisé,Junco hyemalis hyemalis,,1054,
5671,ORJU,Oregon Junco,"0, 1C, 1",Junco ardoisé à dos roux,Junco hyemalis oreganus,,1055,
5677,UDEJ,Unidentified Dark-eyed Junco,"0, 1C, 1",Junco ardoisé non identifié,Junco hyemalis,,1056,To be used for Dark-eyed Juncos whose subspecies cannot be determined.
5690,GHJU,Gray-headed Junco,"1, 0, 1C",Junco ardoisé à tête grise,Junco hyemalis caniceps,,1057,
5700,YEJU,Yellow-eyed Junco,"1, 1C, 0",Junco aux yeux jaunes,Junco phaeonotus,,1058,
5730,BTSP,Black-throated Sparrow,"0, 1C, 1",Bruant à gorge noire,Amphispiza bilineata,,1017,
5740,USSP,Unspecified Sage Sparrow,"1, 1C",Bruant des armoises,,,1019,Unspecified Artemisiospiza belli or A. nevadensis (not A. b. clementeae).
5741,SCBS,San Clemente Bell's Sparrow,1,,Artemisiospiza belli belli,Y,1020,
5742,FSSP,Five-striped Sparrow,1B,Bruant pentaligne,Amphispiza quinquestriata,,1016,
5743,SBSP,Sagebrush Sparrow,"1, 1C",Bruant des armoises,Artemisiospiza nevadensis,,1018,AOU split from 5740 Sage Sparrow in 2014.
5744,BESP,Bell's Sparrow,"1, 1C",Bruant de Bell,Artemisiospiza belli,,1021,AOU split from 5740 Sage Sparrow in 2014.
5750,BACS,Bachman's Sparrow,"1, 1C",Bruant des pinèdes,Peucaea aestivalis,,1006,
5760,BOSP,Botteri's Sparrow,"1, 1C",Bruant de Botteri,Peucaea botterii,,1004,
5780,CASP,Cassin's Sparrow,"1, 1C",Bruant de Cassin,Peucaea cassinii,,1005,
5790,RWSP,Rufous-winged Sparrow,"0, 1C, 1",Bruant à épaulettes,Peucaea carpalis,,1003,
5800,RCSP,Rufous-crowned Sparrow,"1, 1C, 1B",Tohi à calotte fauve,Aimophila ruficeps,,999,
5810,SOSP,Song Sparrow,"1B, 1, 1C",Bruant chanteur,Melospiza melodia,,1039,
5830,LISP,Lincoln's Sparrow,"1, 0, 1C",Bruant de Lincoln,Melospiza lincolnii,,1040,
5840,SWSP,Swamp Sparrow,"1, 1C, 0",Bruant des marais,Melospiza georgiana,,1041,
5850,FOSP,Fox Sparrow,"1A, 1B",Bruant fauve,Passerella iliaca,,1038,
5860,OLSP,Olive Sparrow,"1B, 1, 1C",Tohi olive,Arremonops rufivirgatus,,992,
5861,SAFI,Saffron Finch,"1B, 1",Sicale bouton-d'or,Sicalis flaveola,,991,
5870,EATO,Eastern Towhee,"M: 2, 1D, 1A",Tohi à flancs roux,Pipilo erythrophthalmus,,995,AOU split from 5876 in 1998.
5870,EATO,Eastern Towhee,"F: 1A, 1D, 2",Tohi à flancs roux,Pipilo erythrophthalmus,,995,AOU split from 5876 in 1998.
5876,URST,Unidentified Rufous-sided Towhee,"2, 1A, 1D",Tohi à flancs roux non identifié,,,996,Includes Pipilo erythrophthalmus and P. maculatus prior to split in 1998.
5880,SPTO,Spotted Towhee,"M: 1D, 2, 1A",Tohi tacheté,Pipilo maculatus,,994,AOU split from 5876 in 1998.
5880,SPTO,Spotted Towhee,"F: 1D, 1A, 2",Tohi tacheté,Pipilo maculatus,,994,AOU split from 5876 in 1998.
5900,GTTO,Green-tailed Towhee,"1A, 1B, 1D",Tohi à queue verte,Pipilo chlorurus,,993,
5906,HYTO,Hybrid Towhee,"1A, 1B",Hybride de Tohi,,,997,Report suspected parentage as a remark (e.g. Species1 x Species2).
5910,CANT,Canyon Towhee,"1A, 1D, 2",Tohi des canyons,Melozone fusca,,1000,
5911,CALT,California Towhee,"2, 1A, 1D",Tohi de Californie,Melozone crissalis,,1001,
5912,ICTO,Inyo California Towhee,"1D, 2, 1A",Tohi de Californie (eremophilus),Melozone crissalis eremophilus,Y,998,
5920,ABTO,Abert's Towhee,"1A, 2, 1D",Tohi d'Abert,Melozone aberti,,1002,
5922,RCCA,Red-crested Cardinal,"1A, 1D, 2",Paroare huppé,Paroaria coronata,,973,
5923,YBCA,Yellow-billed Cardinal,"1A, 1D",Paroare à bec jaune,Paroaria capitata,,974,
5930,NOCA,Northern Cardinal,"1A, 2, 1D",Cardinal rouge,Cardinalis cardinalis,,1069,
5940,PYRR,Pyrrhuloxia,"1A, 1D",Cardinal pyrrhuloxia,Cardinalis sinuatus,,1070,
5950,RBGR,Rose-breasted Grosbeak,"1A, 1D, 2",Cardinal à poitrine rose,Pheucticus ludovicianus,,1072,
5960,BHGR,Black-headed Grosbeak,"1A, 1D, 2",Cardinal à tête noire,Pheucticus melanocephalus,,1073,
5961,YEGR,Yellow Grosbeak,"2, 1A, 1D",Cardinal jaune,Pheucticus chrysopeplus,,1071,
5970,BLGR,Blue Grosbeak,"1B, 1A",Guiraca bleu,Passerina caerulea,,1075,
5971,BLBU,Blue Bunting,"1, 1C",Évêque paré,Cyanocompsa parellina,,1074,
5980,INBU,Indigo Bunting,"1, 1C, 0",Passerin indigo,Passerina cyanea,,1078,
5986,ILBH,Indigo X Lazuli Bunting Hybrid,"1, 1C",Hybride de Passerin indigo et de Passerin azuré,,,1077,Passerina cyanea X P. amoena.
5990,LAZB,Lazuli Bunting,"1, 1C, 0",Passerin azuré,Passerina amoena,,1076,
6000,VABU,Varied Bunting,"1, 1C",Passerin varié,Passerina versicolor,,1079,
6010,PABU,Painted Bunting,"1, 1C",Passerin nonpareil,Passerina ciris,,1080,
6020,WCSE,White-collared Seedeater,"0, 0A",Sporophile à col blanc,Sporophila torqueola,,981,
6021,PUEB,Puerto Rican Bullfinch,"1A, 1B",Sporophile de Porto Rico,Melopyrrha portoricensis,,987,
6022,LESB,Lesser Antillean Bullfinch,"1, 1B",Sporophile rougegorge,Loxigilla noctis,,989,
6030,BFGR,Black-faced Grassquit,"0, 0A, 1C, 1",Sporophile cici,Melanospiza bicolor,,985,
6031,CUGR,Cuban Grassquit,"0A, 0",Sporophile petit-chanteur,Phonipara canora,,983,
6032,YFGR,Yellow-faced Grassquit,"0, 0A, 1C",Sporophile grand-chanteur,Tiaris olivaceus,,984,
6040,DICK,Dickcissel,1B,Dickcissel d'Amérique,Spiza americana,,1081,
6050,LARB,Lark Bunting,1A,Bruant noir et blanc,Calamospiza melanocorys,Y,1022,
6061,ANEU,Antillean Euphonia,"0, 1C, 1",Organiste louis-d'or,Euphonia musica,,1120,
6070,WETA,Western Tanager,1B,Piranga à tête rouge,Piranga ludoviciana,,1067,
6071,FCTA,Flame-colored Tanager,"1A, 1B",Piranga à dos rayé,Piranga bidentata,,1068,
6080,SCTA,Scarlet Tanager,1B,Piranga écarlate,Piranga olivacea,,1066,
6090,HETA,Hepatic Tanager,1A,Piranga orangé,Piranga flava,,1064,
6100,SUTA,Summer Tanager,"1A, 1B",Piranga vermillon,Piranga rubra,,1065,
6101,WESP,Western Spindalis,"1B, 1A",Zéna à tête rayée,Spindalis zena,,976,
6102,PRTA,Puerto Rican Tanager,"1A, 1B",Tangara de Porto Rico,Nesospingus speculiferus,,975,
6103,HISP,Hispaniolan Spindalis,"1B, 1A",,Spindalis dominicensis,,977,
6104,PRSP,Puerto Rican Spindalis,"1B, 1A",,Spindalis portoricensis,,978,
6105,JAMS,Jamaican Spindalis,"1B, 1A",,Spindalis nigricephala,,979,
6110,PUMA,Purple Martin,"1D, 1A, 2",Hirondelle noire,Progne subis,,747,
6112,GBMA,Gray-breasted Martin,1A,Hirondelle chalybée,Progne chalybea,,749,
6113,CAMA,Caribbean Martin,1A,Hirondelle à ventre blanc,Progne dominicensis,,748,
6120,CLSW,Cliff Swallow,"1, 1C",Hirondelle à front blanc,Petrochelidon pyrrhonota,,755,
6121,CASW,Cave Swallow,"1, 1C",Hirondelle à front brun,Petrochelidon fulva,,756,
6130,BARS,Barn Swallow,"1, 0",Hirondelle rustique,Hirundo rustica,Y,757,
6140,TRES,Tree Swallow,"1, 0, 1C",Hirondelle bicolore,Tachycineta bicolor,,750,
6150,VGSW,Violet-green Swallow,"1, 0, 1C",Hirondelle à face blanche,Tachycineta thalassina,,751,
6151,BAHS,Bahama Swallow,"0, 1, 1C",Hirondelle des Bahamas,Tachycineta cyaneoviridis,,752,
6160,BANS,Bank Swallow,"0, 1C, 1, 0A",Hirondelle de rivage,Riparia riparia,Y,754,
6170,NRWS,Northern Rough-winged Swallow,"0, 1C, 1, 0A",Hirondelle à ailes hérissées,Stelgidopteryx serripennis,,753,
6180,BOWA,Bohemian Waxwing,1A,Jaseur boréal,Bombycilla garrulus,,889,
6190,CEDW,Cedar Waxwing,1B,Jaseur d'Amérique,Bombycilla cedrorum,,890,
6200,PHAI,Phainopepla,1B,Phénopèple luisant,Phainopepla nitens,,893,
6210,NSHR,Northern Shrike,"2, 1D",Pie-grièche grise,Lanius borealis,,692,
6211,BRSH,Brown Shrike,"1B, 1A",Pie-grièche brune,Lanius cristatus,,689,
6220,LOSH,Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice,Lanius ludovicianus,Alberta,690,
6220,LOSH,Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice,Lanius ludovicianus,Manitoba,690,
6220,LOSH,Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice,Lanius ludovicianus,Ontario,690,
6220,LOSH,Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice,Lanius ludovicianus,Québec,690,
6220,LOSH,Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice,Lanius ludovicianus,Saskatchewan,690,
6221,KAOO,Kauai Oo,2,Moho de Kauai,Moho braccatus,Y,891,
6223,BIOO,Bishop's Oo,3,Moho de Bishop,Moho bishopi,Y,892,
6226,JAWE,Japanese White-eye,"0A, 0",Zostérops du Japon,Zosterops japonicus,,806,
6227,SLSH,San Clemente Loggerhead Shrike,"1D, 1A, 2",Pie-grièche migratrice (mearnsi),Lanius ludovicianus mearnsi,Y,691,
6230,BWVI,Black-whiskered Vireo,"1, 1C",Viréo à moustaches,Vireo altiloquus,,711,
6240,REVI,Red-eyed Vireo,"1C, 1, 0",Viréo aux yeux rouges,Vireo olivaceus,,709,
6250,YGVI,Yellow-green Vireo,"1, 1C, 0",Viréo jaune-verdâtre,Vireo flavoviridis,,710,
6260,PHVI,Philadelphia Vireo,"0, 0A",Viréo de Philadelphie,Vireo philadelphicus,,708,
6270,WAVI,Warbling Vireo,"0, 1C, 1",Viréo mélodieux,Vireo gilvus,,707,
6280,YTVI,Yellow-throated Vireo,"1C, 1",Viréo à gorge jaune,Vireo flavifrons,,701,
6290,BHVI,Blue-headed Vireo,"1C, 1, 0",Viréo à tête bleue,Vireo solitarius,,704,AOU split from 6299-SOVI in 1998.
6291,PLVI,Plumbeous Vireo,"1C, 1, 0",Viréo plombé,Vireo plumbeus,,702,AOU split from 6299-SOVI in 1998.
6292,CAVI,Cassin's Vireo,"1C, 1, 0",Viréo de Cassin,Vireo cassinii,,703,AOU split from 6299-SOVI in 1998.
6299,SOVI,Solitary Vireo,"1C, 1, 0",Viréo à tête bleue (espèce non identifiée),,,705,"Includes Vireo solitarius, V. plumbeus, and V. cassinii, prior to split in 1998."
6300,BCVI,Black-capped Vireo,"0, 1C, 0A, 1",Viréo à tête noire,Vireo atricapilla,,699,
6310,WEVI,White-eyed Vireo,"0, 0A",Viréo aux yeux blancs,Vireo griseus,,693,
6320,HUVI,Hutton's Vireo,0,Viréo de Hutton,Vireo huttoni,,706,
6330,BEVI,Bell's Vireo,0,Viréo de Bell,Vireo bellii,,697,
6331,PRVI,Puerto Rican Vireo,"0, 1, 1C",Viréo de Porto Rico,Vireo latimeri,,696,
6334,LBVI,Least Bell's Vireo,0,Viréo de Bell (forme minime),Vireo bellii pusillus,Y,698,
6340,GRVI,Gray Vireo,"1, 1C",Viréo gris,Vireo vicinior,,700,
6350,BANA,Bananaquit,"0, 0A, 1C, 1",Sucrier à ventre jaune,Coereba flaveola,,972,
6360,BAWW,Black-and-white Warbler,"0, 0A, 1C, 1",Paruline noir et blanc,Mniotilta varia,,910,
6366,HYWA,Hybrid Warbler,"0, 0A, 1",Hybride de paruline,,,971,Report suspected parentage as a remark (e.g. Species1 x Species2).
6370,PROW,Prothonotary Warbler,0,Paruline orangée,Protonotaria citrea,Ontario,911,
6380,SWWA,Swainson's Warbler,"1, 1C, 0",Paruline de Swainson,Limnothlypis swainsonii,,912,
6390,WEWA,Worm-eating Warbler,"1C, 0, 1",Paruline vermivore,Helmitheros vermivorum,,902,
6410,BWWA,Blue-winged Warbler,"0A, 0",Paruline à ailes bleues,Vermivora cyanoptera,,906,
6412,BRWA,Brewster's Warbler,"0A, 0",Paruline de Brewster,,,907,
6413,LAWA,Lawrence's Warbler,"0A, 0",Paruline de Lawrence,,,908,
6416,GBWH,Golden-winged x Blue-winged Warbler Hybrid,"0A, 0",,,,909,Vermivora chrysoptera X V. cyanoptera.
6420,GWWA,Golden-winged Warbler,"0A, 0",Paruline à ailes dorées,Vermivora chrysoptera,Manitoba,905,
6420,GWWA,Golden-winged Warbler,"0A, 0",Paruline à ailes dorées,Vermivora chrysoptera,Ontario,905,
6420,GWWA,Golden-winged Warbler,"0A, 0",Paruline à ailes dorées,Vermivora chrysoptera,Québec,905,
6430,LUWA,Lucy's Warbler,"0A, 0",Paruline de Lucy,Leiothlypis luciae,,916,
6440,VIWA,Virginia's Warbler,"0A, 0",Paruline de Virginia,Leiothlypis virginiae,,918,
6450,NAWA,Nashville Warbler,"0A, 0",Paruline à joues grises,Leiothlypis ruficapilla,,917,
6460,OCWA,Orange-crowned Warbler,"0, 0A",Paruline verdâtre,Leiothlypis celata,,914,
6470,TEWA,Tennessee Warbler,"0A, 0",Paruline obscure,Leiothlypis peregrina,,913,
6471,COLW,Colima Warbler,"0, 1, 1C",Paruline de Colima,Leiothlypis crissalis,,915,
6480,NOPA,Northern Parula,"0A, 0",Paruline à collier,Setophaga americana,,933,
6490,TRPA,Tropical Parula,0A,Paruline à joues noires,Setophaga pitiayumi,,934,
6500,CMWA,Cape May Warbler,"0, 0A, 1C, 1",Paruline tigrée,Setophaga tigrina,,931,
6510,OLWA,Olive Warbler,"0, 0A",Fauvine des pins,Peucedramus taeniatus,,894,
6520,YEWA,Yellow Warbler,"0, 0A, 1C, 1",Paruline jaune,Setophaga petechia,,938,
6540,BTBW,Black-throated Blue Warbler,"0, 0A",Paruline bleue,Setophaga caerulescens,,941,
6550,MYWA,Myrtle Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune,Setophaga coronata coronata,,946,
6556,UYRW,Unknown Yellow-rumped Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune non identifiée,Setophaga coronata,,947,Undifferentiated Myrtle / Audubon's Warbler. Use only if uncertain.
6560,AUWA,Audubon's Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune de l'ouest,Setophaga auduboni auduboni,,948,
6570,MAWA,Magnolia Warbler,"0A, 0",Paruline à tête cendrée,Setophaga magnolia,,935,
6580,CERW,Cerulean Warbler,"0A, 0",Paruline azurée,Setophaga cerulea,Y,932,
6581,EWWA,Elfin-woods Warbler,0,Paruline d'Angela,Setophaga angelae,,926,
6590,CSWA,Chestnut-sided Warbler,"0A, 0",Paruline à flancs marron,Setophaga pensylvanica,,939,
6600,BBWA,Bay-breasted Warbler,"0, 1C, 0A, 1",Paruline à poitrine baie,Setophaga castanea,,936,
6610,BLPW,Blackpoll Warbler,"0, 1C, 0A, 1",Paruline rayée,Setophaga striata,,940,
6620,BLBW,Blackburnian Warbler,"0, 0A",Paruline à gorge orangée,Setophaga fusca,,937,
6630,YTWA,Yellow-throated Warbler,"0A, 0",Paruline à gorge jaune,Setophaga dominica,,949,
6634,SUWA,Sutton's Warbler,0A,Paruline de Sutton,,,950,
6640,GRWA,Grace's Warbler,"0A, 0",Paruline de Grace,Setophaga graciae,,955,
6641,ADWA,Adelaide's Warbler,"0A, 0",Paruline d'Adélaïde,Setophaga adelaidae,,952,
6642,BARW,Barbuda Warbler,"0A, 0",Paruline de Barbuda,Setophaga subita,,953,
6643,SLWA,St. Lucia Warbler,"0A, 0",Paruline de Sainte-Lucie,Setophaga delicata,,954,
6650,BTYW,Black-throated Gray Warbler,"0A, 0",Paruline grise,Setophaga nigrescens,,956,
6660,GCWA,Golden-cheeked Warbler,0A,Paruline à dos noir,Setophaga chrysoparia,Y,960,
6670,BTNW,Black-throated Green Warbler,"0A, 0",Paruline à gorge noire,Setophaga virens,,961,
6680,TOWA,Townsend's Warbler,"0A, 0",Paruline de Townsend,Setophaga townsendi,,957,
6686,THWH,Townsend's X Hermit Warbler Hybrid,"0A, 0",Hybride de Paruline de Townsend/Paruline à tête jaune,,,958,
6690,HEWA,Hermit Warbler,"0A, 0",Paruline à tête jaune,Setophaga occidentalis,,959,
6700,KIWA,Kirtland's Warbler,"1C, 1",Paruline de Kirtland,Setophaga kirtlandii,,930,
6710,PIWA,Pine Warbler,"0, 0A",Paruline des pins,Setophaga pinus,,945,
6720,WPWA,Western Palm Warbler,"0, 0A",Paruline à couronne rousse de l'ouest,Setophaga palmarum palmarum,,942,
6729,YPWA,Yellow Palm Warbler,"0, 0A",Paruline à couronne rousse,Setophaga palmarum hypochrysea,,943,
6730,PRAW,Prairie Warbler,"0A, 0",Paruline des prés,Setophaga discolor,,951,
6740,OVEN,Ovenbird,"1, 1C, 0",Paruline couronnée,Seiurus aurocapilla,,901,
6750,NOWA,Northern Waterthrush,"1, 0, 1C",Paruline des ruisseaux,Parkesia noveboracensis,,904,
6760,LOWA,Louisiana Waterthrush,"1C, 1",Paruline hochequeue,Parkesia motacilla,Y,903,
6770,KEWA,Kentucky Warbler,"0, 1C, 1",Paruline du Kentucky,Geothlypis formosa,,923,
6780,CONW,Connecticut Warbler,"1, 0, 1C",Paruline à gorge grise,Oporornis agilis,,919,
6790,MOWA,Mourning Warbler,"0, 0A, 1, 1C",Paruline triste,Geothlypis philadelphia,,922,
6800,MGWA,MacGillivray's Warbler,"1C, 1, 0, 0A",Paruline des buissons,Geothlypis tolmiei,,921,
6810,COYE,Common Yellowthroat,"0, 1C, 0A, 1",Paruline masquée,Geothlypis trichas,,925,
6821,GCYE,Gray-crowned Yellowthroat,"1, 1C, 1B",Paruline à calotte grise,Geothlypis poliocephala,,920,
6830,YBCH,Yellow-breasted Chat,"1B, 1A, 1D",Paruline polyglotte,Icteria virens,British Columbia,970,Some may require size 2
6840,HOWA,Hooded Warbler,"0, 0A, 1C, 1",Paruline à capuchon,Setophaga citrina,,928,
6850,WIWA,Wilson's Warbler,"0A, 0",Paruline à calotte noire,Cardellina pusilla,,966,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Alberta,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,British Columbia,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Manitoba,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,New Brunswick,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Nova Scotia,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Ontario,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Prince Edward Island,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Québec,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Saskatchewan,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Yukon Territory,965,
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Northwest Territories,965,
6870,AMRE,American Redstart,"0A, 0",Paruline flamboyante,Setophaga ruticilla,,929,
6880,PARE,Painted Redstart,"0A, 0",Paruline à ailes blanches,Myioborus pictus,,968,
6881,FTWA,Fan-tailed Warbler,1,Paruline des rochers,Basileuterus lachrymosus,,962,
6882,HOSP,House Sparrow,"1B, 1",Moineau domestique,Passer domesticus,,1170,
6883,ETSP,Eurasian Tree Sparrow,"1, 1B, 1C",Moineau friquet,Passer montanus,,1171,
6890,SLAR,Slate-throated Redstart,"0A, 0",Paruline ardoisée,Myioborus miniatus,,969,
6900,RFWA,Red-faced Warbler,"0A, 0",Paruline à face rouge,Cardellina rubrifrons,,967,
6920,GOLW,Golden-crowned Warbler,"0A, 0",Paruline à couronne dorée,Basileuterus culicivorus,,964,
6921,RCWA,Rufous-capped Warbler,"1, 0",Paruline à calotte rousse,Basileuterus rufifrons,,963,
6940,WHWA,White Wagtail,"1, 1C",Bergeronnette grise,Motacilla alba,,882,
6951,BWAG,Black-backed Wagtail,"1, 1C",Bergeronnette lugubre,Motacilla alba lugens,,883,
6960,EYWA,Eastern Yellow Wagtail,"1, 1C",Bergeronnette de Béringie,Motacilla tschutschensis,,880,
6961,GRAW,Gray Wagtail,"1, 1C",Bergeronnette des ruisseaux,Motacilla cinerea,,881,
6970,AMPI,American Pipit,"1, 1C",Pipit d'Amérique,Anthus rubescens,,887,
6981,PEPI,Pechora Pipit,"1, 1C",Pipit de la Petchora,Anthus gustavi,,885,
6983,OBPI,Olive-backed Pipit,"1, 1C",Pipit à dos olive,Anthus hodgsoni,,884,
6990,RTPI,Red-throated Pipit,"1, 1C",Pipit à gorge rousse,Anthus cervinus,,886,
7000,SPPI,Sprague's Pipit,"1, 1C",Pipit de Sprague,Anthus spragueii,Alberta,888,
7000,SPPI,Sprague's Pipit,"1, 1C",Pipit de Sprague,Anthus spragueii,Manitoba,888,
7000,SPPI,Sprague's Pipit,"1, 1C",Pipit de Sprague,Anthus spragueii,Saskatchewan,888,
7010,AMDI,American Dipper,"2, 1D, 1A",Cincle d'Amérique,Cinclus mexicanus,,796,
7020,SATH,Sage Thrasher,"1B, 1A, 1D",Moqueur des armoises,Oreoscoptes montanus,Alberta,865,
7020,SATH,Sage Thrasher,"1B, 1A, 1D",Moqueur des armoises,Oreoscoptes montanus,British Columbia,865,
